RepRapFirmware height map file v2 generated at 2021-06-04 14:49, min error -0.175, max error 0.130, mean 0.010, deviation 0.083
axis0,axis1,min0,max0,min1,max1,radius,spacing0,spacing1,num0,num1
X,Y,50.00,300.00,30.00,330.00,-1.00,49.00,49.00,6,7
  0.102,  0.032,  0.062,  0.088,  0.093,  0.097
  0.120,  0.070,  0.083,  0.025,  0.004,  0.080
  0.118,  0.077, -0.028, -0.003,  0.008,  0.062
  0.067,  0.058, -0.060,  0.001, -0.031,  0.069
  0.072, -0.032, -0.149, -0.115, -0.070,  0.015
  0.130,  0.024, -0.105, -0.108, -0.070,  0.009
  0.083, -0.042, -0.175, -0.173, -0.107,  0.056
