RepRapFirmware height map file v2 generated at 2020-07-12 19:58, min error -0.161, max error 0.105, mean -0.045, deviation 0.069
xmin,xmax,ymin,ymax,radius,xspacing,yspacing,xnum,ynum
35.00,275.00,35.00,300.00,-1.00,40.00,40.00,7,7
      0,      0,      0,      0,      0,      0,      0
  0.040,  0.100,  0.105,  0.081,  0.019, -0.075, -0.060
 -0.053,  0.011,  0.037, -0.009, -0.045, -0.088, -0.128
 -0.104, -0.023, -0.019,  0.004, -0.047, -0.139, -0.161
 -0.145, -0.041, -0.009,  0.005, -0.059, -0.148, -0.145
 -0.144, -0.072, -0.024, -0.014, -0.054, -0.115, -0.136
 -0.119, -0.020,  0.004,  0.026, -0.004, -0.050, -0.076
